id,name,primary_category,primary_subcategories,secondary_categories,content_needs,location,remote_acceptable,business_size,past_creators_hired,avg_creator_rating,budget_range_per_gig,niche_tags,current_gigs_open,active_in_last_30_days,preferred_creator_size,profile_description
biz_0085,Morgan-Lopez,fitness_sports,"['gym', 'outdoor']",[],"['long_form_video', 'reels']","Los Angeles, CA",True,small,1,4.3,"[300, 800]","['running', 'cycling', 'yoga']",3,True,mid,"Fitness & wellness in Los Angeles | Running • Cycling • Yoga | Indoor gym + outdoor training. Small group classes, community vibes."
biz_0086,"Jimenez, Glass and Stone",home_real_estate,"['home_improvement', 'garden']",[],"['long_form_video', 'reels', 'podcast']","Portland, OR",False,small,0,,"[500, 1200]","['garden', 'small_space', 'renovation']",1,True,mid,"Glass & Stone | Home Renovation & Garden Design
Transforming Portland homes & small spaces with custom glass, stonework & garden solutions
Local craftsmanship, sustainable materials 🌿"
biz_0087,Acosta Inc,beauty_wellness,['nail_salon'],[],['reels'],"Boston, MA",False,small,15,4.0,"[500, 1000]","['drugstore', 'clean_beauty', 'anti_aging', 'wellness']",3,True,large,"Nails & wellness in Boston | Clean beauty, zero toxins | Gel, acrylics, nail art | Book your glow-up 💅"
biz_0088,Morrison-Short,food_beverage,"['bars', 'casual_dining']",[],"['social_posts', 'reels']","Miami, FL",False,small,5,4.3,"[200, 700]","['italian', 'casual', 'dessert', 'wine_pairing']",1,True,any,"Italian casual dining & wine bar | Miami
Handcrafted pasta, charcuterie & gelato
Wine pairings that hit different 🍷"
biz_0089,"Carter, Garcia and Murphy",home_real_estate,['interior_design'],[],"['podcast', 'reels']","Miami, FL",False,small,1,3.5,"[200, 500]","['first_time_buyer', 'minimalist', 'traditional', 'garden']",3,True,small,Interior design & real estate. First-time buyers to dream homes. Minimalist to traditional—we design spaces you'll love. Miami.
biz_0090,Parker-Morrison,beauty_wellness,"['nail_salon', 'fragrance']",[],['reels'],"Seattle, WA",False,large,8,4.7,"[1500, 4500]","['clean_beauty', 'anti_aging', 'self_care']",0,False,large,"Nails & fragrance. Clean beauty, anti-aging skincare & self-care essentials. Seattle. ✨"
biz_0091,Jackson-Wallace,auto,['used'],[],"['reels', 'podcast', 'social_posts']","Miami, FL",False,small,30,4.3,"[300, 1000]","['test_drive', 'truck', 'suv']",1,True,mid,"Used trucks & SUVs | Miami
Quality vehicles, honest prices, test drive today
Jackson-Wallace Auto 🚗"
biz_0092,Williams-Berg,fashion,['athleisure'],[],['long_form_video'],"Phoenix, AZ",True,small,15,4.0,"[200, 700]","['vintage', 'designer', 'luxury', 'streetwear', 'seasonal']",0,True,any,"Vintage & designer athleisure | Luxury streetwear curated for Phoenix | Seasonal drops, timeless pieces"
biz_0093,Mendez-Graham,fitness_sports,"['outdoor', 'personal_training']",[],"['blog_posts', 'live_coverage']","Brooklyn, NY",False,medium,15,4.0,"[1000, 1500]","['yoga', 'recovery', 'cardio', 'nutrition', 'cycling']",0,True,any,"Personal training & outdoor fitness | Yoga, cardio, cycling & recovery coaching | Brooklyn-based. Nutrition guidance included. 🚴‍♀️"
biz_0094,"Whitney, Gould and Jones",auto,['service'],[],"['long_form_video', 'photography']","Houston, TX",True,small,30,4.3,"[500, 1200]","['electric_vehicle', 'off_road', 'luxury']",2,True,mid,"Auto service & repair | EV & off-road specialists | Luxury vehicles. Houston, TX"
biz_0095,"Sullivan, Palmer and Brady",retail,"['big_box', 'specialty']",[],['reels'],"Chicago, IL",True,medium,2,4.3,"[1000, 2000]","['deals', 'streetwear', 'luxury', 'tech_gadgets', 'minimalist']",2,True,large,"Streetwear & tech gadgets | Curated luxury finds, everyday deals | Chicago ✨"
biz_0096,Cisneros and Sons,travel_hospitality,['boutique_hotel'],[],['podcast'],"Houston, TX",False,small,0,,"[200, 900]","['family', 'budget_travel', 'all_inclusive', 'luxury_travel', 'international']",2,True,mid,"Boutique hotel in Houston | Family-friendly, all-inclusive stays | Local hospitality at its finest"
biz_0097,"Gregory, Kim and Martinez",travel_hospitality,['luxury_resort'],[],"['social_posts', 'photography']","Los Angeles, CA",True,medium,0,,"[800, 2300]","['couples', 'domestic', 'family', 'budget_travel', 'international']",3,True,any,"Luxury resort in Los Angeles. Getaways for couples, families & groups. World-class amenities, stunning views, unforgettable stays. Book your escape today."
biz_0098,Osborne LLC,beauty_wellness,['makeup'],[],['reels'],"San Diego, CA",False,medium,0,,"[800, 1800]","['skincare', 'makeup_tutorial', 'spa_day', 'drugstore', 'wellness']",0,True,any,"Makeup & skincare essentials | Drugstore beauty at its best | San Diego 💄
Tutorials, tips & all your go-to products for glowing skin and flawless looks
Your neighborhood beauty spot for everyday wellness"
biz_0099,Reyes-Bradley,food_beverage,"['catering', 'bars']",[],['reels'],"Philadelphia, PA",False,medium,5,4.0,"[1000, 2500]","['magazine_quality', 'vegan', 'wine_pairing']",5,True,small,"Vegan catering & wine bar | Philadelphia
Magazine-quality cuisine, thoughtfully paired wines
Events, private dining, and walk-in tastings"
biz_0100,"Hernandez, Cole and Watson",fashion,"['sustainable', 'footwear']",[],"['photography', 'blog_posts']","Phoenix, AZ",True,small,8,4.7,"[300, 800]","['lookbook', 'seasonal', 'ethical', 'designer', 'vintage']",3,True,large,"Sustainable footwear & vintage finds. Ethical design, seasonal collections. Phoenix-based style."
biz_0101,Hines-Berry,retail,"['electronics', 'boutique']",[],"['social_posts', 'blog_posts', 'photography']","Houston, TX",False,small,15,3.5,"[200, 500]","['luxury', 'streetwear', 'home_decor', 'boutique_finds']",3,True,any,"Luxury streetwear & home decor curated in Houston. Limited drops, boutique finds, premium electronics. Elevate your space and style."
biz_0102,"Richardson, Edwards and Ramirez",retail,"['boutique', 'home_goods']",[],['reels'],"Portland, OR",False,small,0,,"[500, 1000]","['minimalist', 'outdoor', 'boutique_finds', 'tech_gadgets']",2,False,any,Minimalist home goods & outdoor finds | Curated boutique in Portland | Tech-forward living ✨
biz_0103,Johnson and Sons,fashion,['high_end'],[],"['podcast', 'live_coverage']","Dallas, TX",True,medium,5,3.5,"[800, 1800]","['minimalist', 'color_palette', 'designer', 'ethical']",0,True,any,"High-end minimalist fashion | Designer collections & ethical pieces | Dallas, TX
Curated color palettes for the intentional dresser | New podcast & live coverage coming soon"
biz_0104,Holmes-Mcintyre,auto,['service'],[],['reels'],"Houston, TX",True,small,1,3.5,"[300, 800]","['luxury', 'truck', 'sedan', 'suv']",3,True,large,"Luxury auto service | Trucks, sedans, SUVs | Houston, TX
Expert maintenance & repairs for your vehicle. Trusted by locals."
biz_0105,Green LLC,auto,"['ev', 'luxury']",[],"['reels', 'photography']","Portland, OR",False,large,1,4.7,"[3000, 6000]","['sedan', 'off_road', 'truck', 'motorcycle']",1,True,small,"Electric & luxury vehicles | EV sedans, trucks, off-road builds. Portland-based automotive specialists. Premium sales, service & custom builds 🚗⚡"
biz_0106,"Griffin, Davies and Mitchell",beauty_wellness,"['skincare', 'spa']",[],"['social_posts', 'blog_posts', 'podcast']","Denver, CO",False,small,1,4.7,"[300, 600]","['wellness', 'anti_aging', 'spa_day', 'clean_beauty', 'makeup_tutorial']",2,False,any,"Skincare & spa in Denver. Clean beauty, anti-aging treatments & facials. Your wellness sanctuary."
biz_0107,Gonzalez-Taylor,home_real_estate,"['interior_design', 'property_management']",[],['live_coverage'],"Philadelphia, PA",True,small,5,4.0,"[200, 900]","['garden', 'first_time_buyer', 'modern', 'small_space']",2,True,large,"Interior design & property management | Modern spaces, small or large | Philadelphia | We help first-time buyers & landlords create homes they love 🏡"
biz_0108,Hayes Ltd,fashion,['footwear'],[],"['blog_posts', 'reels', 'social_posts']","Los Angeles, CA",False,small,8,4.7,"[500, 800]","['minimalist', 'ootd', 'streetwear', 'vintage']",2,True,mid,"Minimalist footwear for the everyday. Vintage-inspired sneakers and shoes designed in LA. Sustainable, clean lines, timeless style."
biz_0109,Osborn-Cochran,food_beverage,['fine_dining'],[],['long_form_video'],"Boston, MA",False,medium,5,4.3,"[1000, 1500]","['vegan', 'casual', 'mexican', 'dessert', 'magazine_quality']",2,True,small,Fine dining meets casual vibes. Mexican cuisine with bold flavors and plant-based options. Boston's destination for elevated dining and indulgent desserts.
biz_0110,Contreras-Mckinney,food_beverage,['casual_dining'],[],['live_coverage'],"Dallas, TX",False,small,0,,"[300, 600]","['asian', 'vegan', 'dessert', 'wine_pairing', 'magazine_quality']",0,True,any,"Asian vegan cuisine with wine pairings. Magazine-worthy plates, thoughtful flavors. Dallas casual dining done right. Follow for live kitchen updates."
biz_0111,"Daniels, Vance and York",fashion,"['footwear', 'accessories']",[],['long_form_video'],"Nashville, TN",True,medium,1,4.7,"[1000, 1500]","['luxury', 'ootd', 'minimalist', 'lookbook', 'streetwear']",1,True,large,"Luxury footwear & accessories | Minimalist designs for the modern closet | Nashville, TN 🖤"
biz_0112,"Mckinney, Graves and Thompson",home_real_estate,"['property_management', 'real_estate_agency']",[],"['long_form_video', 'reels']","Dallas, TX",True,small,15,3.5,"[200, 900]","['garden', 'traditional', 'first_time_buyer', 'renovation']",3,False,large,"Real estate agency | Property management | Dallas, TX
Helping first-time buyers and renovation projects find their perfect home. Garden spaces, traditional charm, modern updates."
biz_0113,Hicks-Martinez,food_beverage,"['cafes', 'bakeries']",[],"['live_coverage', 'podcast', 'long_form_video']","Brooklyn, NY",True,small,15,4.7,"[500, 1200]","['magazine_quality', 'farm_to_table', 'italian', 'mexican', 'fine_dining']",0,True,any,"Cafe & bakery in Brooklyn. Farm-to-table Italian & Mexican. Freshly baked pastries, seasonal dishes, specialty coffee. Magazine-worthy moments every visit."
biz_0114,Conner and Sons,fitness_sports,"['outdoor', 'yoga']",[],"['blog_posts', 'live_coverage', 'social_posts']","Miami, FL",False,medium,5,4.0,"[500, 2000]","['outdoor', 'cycling', 'cardio', 'recovery']",2,True,large,"Outdoor fitness & yoga | Miami based
Cycling, cardio & recovery classes in nature
Workouts that energize your body and mind 🚴"
biz_0115,Johnson-Spencer,travel_hospitality,['boutique_hotel'],[],"['reels', 'blog_posts', 'social_posts']","San Diego, CA",False,small,2,3.5,"[200, 900]","['adventure', 'family', 'budget_travel']",1,True,mid,"Boutique hotel in San Diego | Adventure-friendly rooms & suites | Family getaways, budget-conscious travelers welcome. Local guides, beach access, rooftop views 🌊"
biz_0116,Mcdonald-Bird,auto,['parts'],[],"['podcast', 'social_posts']","Denver, CO",False,medium,0,,"[500, 1500]","['electric_vehicle', 'luxury', 'test_drive', 'off_road']",3,True,small,"Auto parts & EV components | Luxury & off-road builds | Denver, CO
Test drives available. Premium quality parts for electric and traditional vehicles.
Your upgrade starts here."
biz_0117,Salazar Inc,fashion,"['sustainable', 'accessories']",[],"['live_coverage', 'long_form_video', 'reels']","Chicago, IL",True,small,0,,"[500, 1200]","['vintage', 'designer', 'minimalist', 'seasonal']",0,False,mid,"Sustainable fashion & vintage accessories | Chicago
Curated designer pieces, minimalist style. Seasonal drops & timeless finds."
biz_0118,Parker Ltd,travel_hospitality,['bnb'],[],['podcast'],"Nashville, TN",False,medium,8,4.7,"[1000, 2000]","['boutique', 'domestic', 'family']",5,True,mid,"Boutique Nashville stays for families who want to feel at home. Cozy rooms, local vibes, thoughtful touches. Host the Parker Podcast for travel stories & tips 🎙️"
biz_0119,"Mendoza, Jenkins and Ortiz",travel_hospitality,['attraction'],[],['reels'],"Austin, TX",False,small,8,3.5,"[200, 900]","['adventure', 'boutique', 'couples']",1,False,mid,"Adventure & boutique travel experiences | Couples getaways designed for you | Austin, TX 🌵✈️
Curated trips, local expertise, unforgettable moments."
biz_0120,"Jones, Compton and Day",fitness_sports,['yoga'],[],"['podcast', 'live_coverage', 'photography']","Phoenix, AZ",False,small,0,,"[200, 900]","['cardio', 'recovery', 'pilates', 'cycling']",1,True,small,"Yoga studio in Phoenix | Cardio, pilates & recovery classes | Follow for live sessions & wellness tips"
biz_0121,Owens-Holmes,travel_hospitality,"['luxury_resort', 'bnb']",[],"['reels', 'long_form_video', 'blog_posts']","Atlanta, GA",False,small,0,,"[500, 1200]","['adventure', 'family', 'solo']",1,True,large,Luxury getaway in Atlanta | Adventure-ready suites for families & solo travelers | Book your escape today 🏡✨
biz_0122,Humphrey PLC,auto,"['ev', 'used']",[],['social_posts'],"New York, NY",True,small,2,3.5,"[300, 800]","['luxury', 'electric_vehicle', 'test_drive', 'off_road', 'vintage']",5,True,mid,"Luxury electric vehicles | Used & vintage EVs | Test drives available
New York based. We find the rare ones. 🔋"
biz_0123,"Matthews, Saunders and Anderson",travel_hospitality,['attraction'],[],['blog_posts'],"Denver, CO",True,medium,0,,"[1000, 1500]","['luxury_travel', 'international', 'boutique', 'solo']",2,False,mid,"Luxury travel curated for the discerning explorer. Boutique itineraries across the globe—solo journeys, group adventures, unforgettable experiences. Denver-based travel specialists crafting your next adventure."
biz_0124,"Bartlett, Brown and Martinez",beauty_wellness,"['spa', 'hair_salon']",[],['blog_posts'],"Boston, MA",False,medium,0,,"[1000, 2500]","['wellness', 'skincare', 'clean_beauty']",0,True,small,"Hair & skin care studio in Boston. Clean beauty, wellness-focused treatments. Balayage, cuts, facials & more."
biz_0125,Torres and Sons,retail,"['electronics', 'home_goods']",[],"['long_form_video', 'podcast']","Brooklyn, NY",True,small,0,,"[500, 800]","['deals', 'outdoor', 'home_decor']",2,True,any,Electronics & home goods | Brooklyn's spot for deals on outdoor gear & decor | Explore Torres and Sons
biz_0126,Donovan-Perez,fitness_sports,['personal_training'],[],['podcast'],"New York, NY",False,medium,0,,"[800, 2300]","['outdoor', 'running', 'gear_review', 'cycling', 'recovery']",1,True,large,"Personal training & coaching | Outdoor fitness, running & cycling
Recovery-focused training. Podcast launching soon 🎙️
New York, NY"
biz_0127,"Jacobson, Singleton and King",fashion,['streetwear'],[],"['podcast', 'long_form_video', 'reels']","Denver, CO",False,small,2,4.5,"[200, 500]","['seasonal', 'vintage', 'ethical']",0,True,small,"Streetwear & vintage fashion | Ethical, seasonal drops | Denver, CO
Curated pieces that hit different. New podcast & behind-the-scenes content coming soon."
biz_0128,"Huber, Hill and Weber",fashion,"['athleisure', 'high_end']",[],['live_coverage'],"Seattle, WA",True,small,2,4.0,"[300, 600]","['ethical', 'ootd', 'color_palette']",1,True,large,"Ethical athleisure & high-end fashion | Seattle
Thoughtfully curated collections with a focus on color and quality
Follow for styling inspo, new arrivals & behind-the-scenes drops ✨"
biz_0129,"Ferguson, Shaw and Jackson",food_beverage,"['fine_dining', 'bars']",[],"['social_posts', 'podcast']","Los Angeles, CA",False,small,0,,"[300, 1000]","['farm_to_table', 'brunch', 'vegan', 'italian']",3,False,mid,"Fine dining farm-to-table restaurant & bar in Los Angeles. Italian cuisine, seasonal menus, vegan options. Weekend brunch. Locally sourced ingredients."
biz_0130,"Moore, Hopkins and Le",home_real_estate,"['garden', 'property_management']",[],['long_form_video'],"Austin, TX",False,large,5,3.5,"[2000, 7000]","['small_space', 'diy', 'garden', 'renovation', 'luxury']",1,True,mid,"Moore, Hopkins & Le | Austin Real Estate & Property Management
Luxury homes, garden design & renovations. Full-service property management for Austin homeowners. Small spaces, big style."
biz_0131,"Morgan, Bradshaw and Williams",fashion,"['athleisure', 'accessories']",[],"['social_posts', 'photography', 'live_coverage']","Denver, CO",True,medium,0,,"[800, 1800]","['designer', 'streetwear', 'luxury', 'minimalist']",0,False,mid,"Luxury athleisure & accessories | Designer streetwear with a minimalist edge | Denver, CO"
biz_0132,Miller Ltd,beauty_wellness,"['hair_salon', 'fragrance']",[],['blog_posts'],"Austin, TX",False,small,30,4.0,"[300, 800]","['anti_aging', 'spa_day', 'natural']",0,False,large,"Hair & fragrance studio | Natural anti-aging treatments | Spa days in Austin
Premium cuts, color & wellness services. Locally loved."
biz_0133,"Baker, Clark and Armstrong",beauty_wellness,['supplements'],[],"['photography', 'reels', 'podcast']","Boston, MA",False,medium,5,4.3,"[500, 2000]","['makeup_tutorial', 'spa_day', 'drugstore']",5,True,mid,"Premium supplements & wellness. Beauty from the inside out. Boston-based, trusted since day one. 💚"
biz_0134,"Fowler, Jimenez and Burton",food_beverage,['food_trucks'],[],['podcast'],"Brooklyn, NY",False,small,8,4.5,"[200, 700]","['asian', 'casual', 'magazine_quality']",1,True,mid,"Asian street food on wheels | Brooklyn, NY
Fresh, bold flavors. Listen to our podcast for behind-the-scenes stories 🎙️
Food truck life, magazine-worthy bites"
biz_0135,May-Turner,fitness_sports,"['personal_training', 'crossfit']",[],['photography'],"Chicago, IL",False,large,0,,"[3000, 5000]","['outdoor', 'strength', 'yoga', 'nutrition']",2,True,any,"Personal training & CrossFit | Chicago
Strength coaching, functional fitness & nutrition guidance
Indoor & outdoor training | Get stronger with us 💪"
biz_0136,Ballard Ltd,fitness_sports,['personal_training'],[],['reels'],"Los Angeles, CA",False,large,15,4.7,"[1500, 6500]","['strength', 'yoga', 'cycling', 'nutrition', 'running']",2,True,large,"Strength training • Yoga • Running • Cycling
Personal training & nutrition coaching in LA
Building stronger bodies, one client at a time 💪"
biz_0137,Evans-Jones,home_real_estate,"['real_estate_agency', 'home_improvement']",[],['blog_posts'],"Portland, OR",True,small,2,4.5,"[200, 900]","['small_space', 'renovation', 'luxury', 'traditional', 'diy']",1,True,small,"Real estate & home renovation | Portland, OR | Small spaces to luxury homes. Expert guidance on buying, selling & transforming your space."
biz_0138,Moore Group,fitness_sports,"['sports_retail', 'yoga']",[],['live_coverage'],"Houston, TX",False,large,1,4.7,"[3000, 8000]","['cycling', 'pilates', 'yoga', 'outdoor']",1,True,small,Cycling • Yoga • Pilates | Houston's destination for premium fitness gear and studio classes. Live event coverage & community rides 🚴‍♀️
biz_0139,Marshall-Peterson,travel_hospitality,['attraction'],[],['reels'],"San Francisco, CA",False,small,30,3.5,"[500, 1200]","['family', 'adventure', 'domestic', 'luxury_travel']",5,True,large,San Francisco adventure awaits | Family-friendly experiences & luxury escapes | Discover local gems and beyond 🌲✈️
biz_0140,Edwards Ltd,auto,['parts'],[],"['podcast', 'long_form_video', 'photography']","New York, NY",True,small,0,,"[300, 1000]","['truck', 'test_drive', 'sedan', 'electric_vehicle', 'off_road']",1,False,any,"Auto parts supplier | Trucks, sedans, EVs & off-road builds | New York, NY. Quality parts, expert advice, same-day pickup available."
biz_0141,Gross-Valencia,home_real_estate,"['real_estate_agency', 'interior_design']",[],"['podcast', 'photography', 'blog_posts']","Austin, TX",True,small,5,3.5,"[300, 600]","['diy', 'minimalist', 'traditional', 'first_time_buyer', 'modern']",1,True,mid,"Real estate & interior design | Austin, TX
Helping first-time buyers find their home. Modern to traditional—we design spaces you'll love.
DIY tips, design inspiration, home stories on our podcast & blog."
biz_0142,Anderson-Wood,travel_hospitality,"['bnb', 'tour_operator']",[],"['social_posts', 'long_form_video', 'blog_posts']","Atlanta, GA",False,small,8,3.5,"[500, 1200]","['adventure', 'all_inclusive', 'luxury_travel', 'international']",0,True,mid,Luxury adventures start here | All-inclusive tours & curated stays | Atlanta-based travel experts exploring the world 🌍 ✈️
biz_0143,"Rodriguez, Allen and Martinez",beauty_wellness,['makeup'],[],"['long_form_video', 'reels']","New York, NY",False,small,0,,"[500, 800]","['self_care', 'skincare', 'wellness', 'natural']",2,True,small,"Makeup & skincare | Natural beauty products | Self-care essentials
New York-based beauty collective dedicated to enhancing your glow 💄
Reels & tutorials on our channel"
biz_0144,Wright-Davis,home_real_estate,['real_estate_agency'],[],"['long_form_video', 'blog_posts', 'photography']","Denver, CO",False,large,0,,"[3000, 8000]","['small_space', 'garden', 'first_time_buyer']",1,True,any,"Denver real estate | First-time buyers, small spaces & gardens | Wright-Davis
Helping Colorado buyers find their perfect home. Expertise in starter properties and urban living."
biz_0145,Dougherty-Lin,fashion,['athleisure'],[],['podcast'],"Miami, FL",False,small,0,,"[300, 1000]","['vintage', 'luxury', 'lookbook']",0,True,any,Vintage luxury athleisure | Miami-based | Curated pieces & styling tips on our podcast 🎧 New lookbooks weekly
biz_0146,Wright-Grimes,fitness_sports,['sports_retail'],[],"['live_coverage', 'long_form_video']","San Diego, CA",False,medium,1,4.5,"[800, 1800]","['strength', 'gear_review', 'pilates', 'cardio', 'outdoor']",1,True,large,"Performance gear & equipment | Strength, cardio, pilates | San Diego
Expert reviews, live training coverage & gear guides. Your fitness companion."
biz_0147,Li PLC,auto,['luxury'],[],['reels'],"Austin, TX",False,small,15,4.7,"[300, 1000]","['electric_vehicle', 'suv', 'off_road', 'sedan']",1,True,any,"Luxury electric vehicles | SUVs & sedans built for adventure | Austin, TX 🚗⚡"
biz_0148,"Edwards, Hines and Jimenez",fashion,['athleisure'],[],"['blog_posts', 'photography', 'reels']","Austin, TX",False,small,30,4.3,"[300, 800]","['color_palette', 'designer', 'ootd', 'ethical', 'minimalist']",0,True,any,"Athleisure designed for everyday. Minimalist pieces, bold color palettes, ethically made. Austin-based ✨"
biz_0149,"Owens, Koch and Jimenez",auto,"['detailing', 'service']",[],"['long_form_video', 'reels', 'photography']","Nashville, TN",False,small,0,,"[200, 700]","['performance', 'suv', 'motorcycle', 'vintage', 'off_road']",1,True,mid,"Full-service auto shop | Detailing & performance work | SUVs, motorcycles, vintage & off-road builds. Nashville."
biz_0150,Landry PLC,home_real_estate,"['interior_design', 'real_estate_agency']",[],"['social_posts', 'reels']","Chicago, IL",False,small,1,4.7,"[300, 600]","['small_space', 'first_time_buyer', 'renovation']",0,False,large,"Interior design + real estate. First-time buyer friendly, small space specialists. Chicago-based renovations & listings. 🏠"
biz_0151,Levy-Lewis,fitness_sports,['sports_retail'],[],"['photography', 'podcast']","Nashville, TN",True,small,2,4.3,"[200, 900]","['strength', 'gear_review', 'cycling', 'recovery', 'running']",0,True,mid,"Strength & cycling gear | Expert reviews & podcast | Nashville-based. Running, recovery, training—we've got your setup 💪"
biz_0152,Williams-Campbell,beauty_wellness,"['nail_salon', 'skincare']",[],"['long_form_video', 'reels', 'social_posts']","New York, NY",True,medium,15,4.5,"[1000, 1500]","['natural', 'luxury', 'wellness', 'anti_aging']",1,True,large,"Nails & skincare in NYC | Natural, luxury wellness | Anti-aging treatments & manicures designed for you"
biz_0153,"Khan, Pena and Ruiz",beauty_wellness,['makeup'],[],"['live_coverage', 'reels']","Boston, MA",False,small,15,3.5,"[500, 1200]","['skincare', 'luxury', 'spa_day', 'self_care', 'natural']",2,True,small,"Luxury makeup & skincare. Natural, radiant beauty. Boston-based beauty studio dedicated to your glow-up 💫 Book your spa day with us."
biz_0154,"Smith, Rodriguez and Anderson",travel_hospitality,['attraction'],[],"['blog_posts', 'long_form_video']","Dallas, TX",False,small,30,4.5,"[500, 1200]","['solo', 'international', 'luxury_travel', 'adventure']",0,False,large,"Curated travel experiences for solo adventurers and luxury seekers. International destinations, local expertise. Based in Dallas, we plan the trips you'll never forget."
biz_0155,Luna-Gallagher,home_real_estate,"['property_management', 'garden']",[],"['photography', 'podcast']","Seattle, WA",False,medium,0,,"[800, 1300]","['renovation', 'garden', 'modern', 'minimalist', 'luxury']",1,True,large,"Property management & garden design | Seattle
Modern, minimalist spaces that feel like home. Renovation, landscaping & luxury rentals."
biz_0156,Williams-Williams,fashion,"['streetwear', 'accessories']",[],['live_coverage'],"San Francisco, CA",True,large,0,,"[3000, 5000]","['luxury', 'seasonal', 'minimalist']",5,True,any,Luxury streetwear & accessories | Seasonal drops | San Francisco. Curated collections with minimalist design. Follow for live coverage of new releases.
biz_0157,"Lee, Tran and Jones",beauty_wellness,['nail_salon'],[],"['live_coverage', 'long_form_video']","Houston, TX",False,small,15,3.5,"[500, 1200]","['anti_aging', 'luxury', 'self_care', 'natural']",5,True,mid,"Luxury nail care in Houston | Gel, acrylics, natural nails | Anti-aging skincare treatments | Self-care done right ✨"
biz_0158,"Cole, Pierce and Bryan",home_real_estate,"['property_management', 'home_improvement']",[],"['social_posts', 'reels']","San Diego, CA",True,small,0,,"[200, 500]","['first_time_buyer', 'minimalist', 'traditional', 'modern']",5,False,small,"Property management & home improvement | San Diego
Making homes better, one project at a time. First-time buyers welcome."
biz_0159,"Becker, Wilson and Hester",travel_hospitality,"['luxury_resort', 'tour_operator']",[],['photography'],"Miami, FL",False,small,5,4.7,"[300, 1000]","['boutique', 'international', 'all_inclusive']",1,True,small,Luxury resort & tour operator in Miami | Boutique all-inclusive experiences | Curated international getaways ✈️
biz_0160,Brooks-Hatfield,fashion,['footwear'],[],['photography'],"Phoenix, AZ",True,large,1,4.7,"[3000, 5000]","['lookbook', 'seasonal', 'ethical', 'vintage', 'ootd']",1,True,mid,"Footwear | Ethical & Vintage | Phoenix, AZ
Curated shoes with a story. Seasonal lookbooks, sustainable style, and timeless pieces for every wardrobe."
biz_0161,"Mcmillan, Fischer and Gonzalez",food_beverage,"['bakeries', 'casual_dining']",[],['podcast'],"Austin, TX",False,small,8,4.7,"[200, 500]","['asian', 'casual', 'magazine_quality', 'fine_dining', 'wine_pairing']",0,False,mid,"Bakery & casual dining | Asian-inspired pastries and plates | Wine pairings available | Austin, TX"
biz_0162,"Morales, Williams and Williams",travel_hospitality,"['bnb', 'tour_operator']",[],"['long_form_video', 'reels', 'live_coverage']","San Francisco, CA",False,small,0,,"[300, 1000]","['boutique', 'all_inclusive', 'family', 'luxury_travel']",2,True,mid,"Boutique travel experiences in San Francisco & beyond. All-inclusive trips, family-friendly adventures, local tours. Let us handle the details while you make the memories. 🌍✈️"
biz_0163,"Cook, Wells and Bryant",fashion,"['streetwear', 'footwear']",[],"['long_form_video', 'live_coverage', 'social_posts']","New York, NY",True,small,0,,"[200, 700]","['vintage', 'designer', 'luxury']",5,True,large,"Vintage & designer streetwear. Premium footwear curated for New York style. Limited drops, authentic pieces 👟"
biz_0164,"Barry, Taylor and Velazquez",fitness_sports,"['sports_retail', 'gym']",[],"['social_posts', 'blog_posts']","Chicago, IL",False,small,0,,"[500, 1000]","['recovery', 'cycling', 'gear_review']",3,True,any,"Cycling gear & recovery. Small gym space in Chicago. Expert reviews, bike fit, stretching & strength. Built by riders, for riders."
biz_0165,Martin-Ewing,travel_hospitality,"['tour_operator', 'bnb']",[],['reels'],"Chicago, IL",False,medium,8,4.5,"[800, 2300]","['budget_travel', 'boutique', 'international', 'solo', 'adventure']",0,True,small,Chicago-based travel experiences | Budget-friendly tours & cozy stays | Solo travelers & adventure seekers welcome ✈️
biz_0166,"Kirby, Wheeler and Romero",food_beverage,['catering'],[],"['reels', 'photography']","Houston, TX",False,large,5,3.5,"[3000, 5000]","['casual', 'vegan', 'italian', 'farm_to_table']",1,True,large,"Vegan Italian catering | Houston
Farm-to-table menus, seasonal ingredients, event perfection
From intimate dinners to corporate events 🍝"
biz_0167,"Patel, Erickson and Evans",fashion,"['accessories', 'high_end']",[],"['social_posts', 'live_coverage']","San Francisco, CA",False,medium,8,3.5,"[500, 1000]","['streetwear', 'color_palette', 'seasonal', 'vintage', 'luxury']",0,False,small,"Luxury streetwear & vintage accessories | Curated pieces, bold colors, seasonal drops | San Francisco"
biz_0168,Richardson Ltd,travel_hospitality,['boutique_hotel'],[],"['photography', 'long_form_video', 'podcast']","Atlanta, GA",False,medium,8,4.0,"[800, 2300]","['luxury_travel', 'solo', 'budget_travel', 'international']",3,True,any,"Boutique hotel in Atlanta | Luxury meets accessible for solo travelers & international guests | Curated spaces, local vibes, unforgettable stays"
biz_0169,Whitney PLC,food_beverage,['bakeries'],[],['photography'],"Boston, MA",False,medium,15,4.0,"[1000, 2500]","['mexican', 'farm_to_table', 'asian', 'wine_pairing', 'magazine_quality']",2,True,mid,Artisan bakery in Boston | Mexican & Asian fusion breads | Farm-to-table ingredients | Wine pairings available
